Region,Voter_Turnout_Percentage,Support_Type
West Midlands,69.14989799088437,Remain
Wales,73.99360502158514,Leave
Yorkshire,65.21160347698664,Leave
North East,78.62578858364007,Remain
Yorkshire,64.90659616160858,Remain
Scotland,75.44991044904296,Leave
East Midlands,78.59256349783706,Leave
Yorkshire,73.10525859205262,Leave
Wales,79.50812123372437,Remain
Yorkshire,77.75249925081425,Remain
North East,78.2984901657842,Leave
Northern Ireland,78.37049956884391,Remain
Wales,67.85797556187931,Leave
Yorkshire,78.73106965657246,Remain
Scotland,70.78284619312217,Remain
West Midlands,79.34826971548677,Remain
Yorkshire,79.57258779704114,Leave
East Midlands,66.33589006362529,Remain
North East,65.2735468402375,Remain
Scotland,69.86490392999286,Leave
Northern Ireland,65.6635988747943,Leave
Greater London,71.81532854273829,Remain
Yorkshire,68.30367406818698,Leave
Yorkshire,76.85259397040087,Leave
East Midlands,63.61485437191948,Leave
Greater London,67.42467339512768,Remain
South East,60.95941344279248,Leave
Greater London,65.80881647383723,Leave
West Midlands,79.61617196449102,Leave
Scotland,77.65596492993134,Leave
Greater London,73.17970322803377,Leave
Northern Ireland,79.2591707652188,Remain
West Midlands,70.81769599993653,Remain
Northern Ireland,60.61679200348057,Remain
South East,70.9893763150406,Leave
Greater London,72.70131714103968,Remain
North East,71.48959989535561,Leave
East Midlands,62.12521774683503,Remain
South East,62.29334739886272,Remain
Northern Ireland,60.99845263835017,Leave
Scotland,75.79704810202803,Leave
South East,62.1529588675681,Remain
South East,62.63094310277412,Remain
East Midlands,63.3847594786294,Remain
West Midlands,71.47520541544598,Leave
Wales,75.52081301160037,Remain
Scotland,72.72915963567887,Remain
Greater London,68.82989976210038,Leave
Wales,76.06400873699137,Remain
East Midlands,69.93560974022287,Remain
Greater London,65.81911651739931,Leave
Northern Ireland,64.29225290248431,Leave
Scotland,76.26258909369912,Leave
Yorkshire,76.71934688915138,Leave
Scotland,79.22755523269916,Remain
East Midlands,78.39509950087094,Remain
East Midlands,66.911337010952,Leave
East Midlands,78.06951007818728,Leave
East Midlands,76.49401428219154,Remain
South East,68.22837715353268,Leave
Greater London,74.34122988298441,Leave
East Midlands,76.0498405815687,Leave
East Midlands,71.48865645029393,Remain
West Midlands,69.68509562679122,Leave
Scotland,68.5803988687623,Remain
Northern Ireland,72.71228597507442,Remain
Yorkshire,72.86861335065365,Leave
Scotland,62.166369892202795,Remain
Greater London,64.20033484289435,Leave
Northern Ireland,62.37387740740425,Remain
Scotland,63.949602572933195,Remain
Northern Ireland,69.7631827403405,Leave
East Midlands,75.83808829027672,Leave
Scotland,68.21254459322272,Leave
East Midlands,71.21026677961618,Remain
Wales,75.6833640882484,Remain
Greater London,76.56301677892128,Remain
Northern Ireland,77.13255396200334,Remain
Yorkshire,77.8690609736837,Remain
Greater London,78.24502328088693,Leave
West Midlands,67.13304503372335,Remain
South East,76.6643575821845,Leave
South East,62.24854490013717,Leave
Wales,78.43153228790604,Leave
North East,62.97658728012876,Remain
Greater London,61.51101444596979,Remain
Scotland,65.38651725608182,Remain
South East,74.4720227726907,Leave
Wales,78.59342321890168,Leave
West Midlands,62.56059116104679,Leave
North East,69.18888880986174,Remain
Yorkshire,79.34338790431163,Leave
West Midlands,60.07629220080823,Leave
West Midlands,72.21889798820743,Remain
Yorkshire,65.3183270852063,Remain
East Midlands,71.88422867761832,Remain
Wales,74.11455807560132,Remain
South East,77.56198966741862,Leave
Greater London,69.09709479766587,Remain
Yorkshire,66.05721957844409,Remain
West Midlands,62.365081131707534,Leave
Scotland,63.788437753713445,Leave
North East,62.07118115079153,Leave
Wales,75.1247155312036,Remain
North East,65.44750664252305,Remain
Greater London,66.34638297195889,Leave
South East,78.92217711213186,Leave
Yorkshire,69.88980852555424,Leave
West Midlands,79.21231505517596,Leave
Wales,68.1646127301749,Remain
South East,74.70060213217121,Remain
East Midlands,78.14447424855484,Leave
East Midlands,70.8533589767013,Remain
Greater London,78.74183853014216,Remain
East Midlands,71.55843974732433,Remain
South East,68.06327906337643,Remain
Scotland,62.85298323567391,Remain
Northern Ireland,61.19119704793074,Leave
North East,74.87775504116138,Leave
Greater London,66.30575731832471,Remain
Northern Ireland,61.59703636539314,Leave
Wales,68.76394908282144,Leave
North East,64.11717479659865,Remain
Yorkshire,75.55208232612782,Remain
North East,78.22102526399647,Remain
North East,79.87353992597647,Remain
Northern Ireland,68.85858189666826,Leave
Northern Ireland,70.07899770495014,Leave
Yorkshire,69.69883978719862,Leave
Scotland,73.46920677184754,Leave
East Midlands,67.7179569076418,Remain
Yorkshire,78.81407497900159,Leave
West Midlands,64.17723890621234,Remain
East Midlands,72.8132974149137,Leave
Greater London,78.64934154827556,Leave
West Midlands,75.86788479563646,Leave
Greater London,70.02674106916206,Leave
Greater London,70.69827135013799,Remain
Greater London,61.660994020675304,Leave
East Midlands,62.30072787756004,Remain
West Midlands,66.65843707865436,Remain
West Midlands,79.88533353774235,Remain
North East,70.64621919668365,Remain
East Midlands,68.64749816157259,Remain
West Midlands,79.16636153031165,Remain
East Midlands,77.25696149992616,Remain
Yorkshire,79.79673600246429,Leave
South East,71.10151746124211,Remain
West Midlands,68.97906561061347,Leave
Scotland,73.57312997041456,Remain
Scotland,67.21803892991838,Leave
Northern Ireland,71.20431408921574,Remain
North East,74.75774879226282,Leave
Scotland,70.46845726259056,Leave
East Midlands,65.65862122131234,Remain
Scotland,62.92722483423721,Leave
North East,75.98876296385137,Leave
South East,77.47087085333067,Leave
North East,75.39314659849333,Remain
Scotland,77.43424775767434,Remain
Northern Ireland,74.02156441248857,Remain
South East,65.35462154716338,Leave
Northern Ireland,65.5642927917333,Remain
Greater London,60.9178986330731,Remain
West Midlands,72.76234340558672,Remain
Wales,60.84786746906391,Leave
Greater London,71.77830931125102,Remain
Northern Ireland,67.92156697650657,Remain
West Midlands,67.48845046127862,Leave
North East,69.15379413009035,Leave
West Midlands,60.81232754770781,Remain
Yorkshire,68.01579513290143,Leave
East Midlands,64.31125196790603,Remain
North East,73.93180978996655,Remain
East Midlands,61.94180873626068,Remain
Northern Ireland,60.036771666866535,Leave
West Midlands,61.2426880958362,Remain
East Midlands,76.94820473755178,Remain
Northern Ireland,61.24057360022055,Leave
West Midlands,77.25251176634171,Remain
North East,65.05291806365705,Leave
North East,71.06592965675341,Remain
South East,65.287799276741,Leave
Northern Ireland,72.0322329195653,Leave
Wales,70.32975940104643,Remain
East Midlands,69.57728330161538,Leave
West Midlands,60.16192484491045,Leave
South East,79.37994964080208,Leave
East Midlands,68.91660534229547,Leave
Scotland,74.46814534579424,Leave
Northern Ireland,61.94582464138439,Remain
Yorkshire,66.25054321933523,Remain
North East,66.05741681503372,Leave
Yorkshire,66.59433545265566,Leave
Greater London,77.76648412984595,Remain
Northern Ireland,62.30136048648396,Leave
Wales,69.20607186555628,Remain
South East,67.60819656994934,Remain
West Midlands,74.8028087663086,Leave
Greater London,75.36994845948426,Leave
Northern Ireland,61.32671621680932,Remain
South East,76.11274192661469,Remain
Greater London,64.280077871123,Leave
West Midlands,76.45262549958868,Leave
West Midlands,64.14431336089065,Leave
Northern Ireland,74.46543053520114,Remain
Yorkshire,66.23847134132363,Remain
North East,78.07753515979803,Leave
Yorkshire,74.98077388952169,Leave
South East,72.90821124388619,Leave
Wales,72.96049048239308,Remain
West Midlands,66.02307780002499,Leave
Greater London,70.97026603206024,Leave
Northern Ireland,64.20718436662358,Leave
Scotland,61.0261495690919,Remain
Wales,71.09853361049389,Leave
South East,61.80964815729516,Leave
Greater London,79.95605462682832,Leave
Scotland,69.4753153098487,Leave
Northern Ireland,69.05203405385217,Leave
West Midlands,71.79376340811244,Remain
North East,75.32167148208369,Leave
Northern Ireland,65.4022947843466,Leave
Greater London,64.69402382084601,Leave
North East,66.68799949523905,Leave
Yorkshire,68.80538882525371,Leave
Wales,72.58638193209576,Leave
Greater London,77.3204629468929,Leave
Scotland,62.892305966509106,Leave
Northern Ireland,73.45139802199883,Leave
Yorkshire,68.13593256753789,Remain
Greater London,61.75173482304935,Leave
Northern Ireland,63.21296207766223,Remain
West Midlands,63.09743180137873,Leave
East Midlands,67.13023893966093,Remain
Scotland,61.17721987884043,Remain
Yorkshire,78.79701501098018,Remain
Scotland,63.87120837235942,Leave
Northern Ireland,69.87306643333746,Remain
Yorkshire,62.72672392572169,Leave
Scotland,60.12761026881729,Leave
Scotland,64.29711391589942,Remain
Northern Ireland,65.52119193928388,Remain
Scotland,61.489409012348354,Leave
Wales,62.905327652812495,Remain
Wales,77.9330251334282,Leave
Greater London,79.84441173410971,Leave
West Midlands,65.69162208381574,Remain
East Midlands,79.09881312842373,Leave
North East,72.72117740908554,Leave
Yorkshire,75.627651719901,Remain
East Midlands,62.067455121573914,Leave
Scotland,66.35704196673204,Remain
East Midlands,68.20495459189216,Leave
Wales,68.37256323996782,Leave
Scotland,67.0271304718471,Remain
West Midlands,65.3838242083209,Remain
South East,63.307179556086474,Leave
Yorkshire,60.506861378254435,Leave
North East,74.15705986369159,Leave
West Midlands,74.42500064919611,Remain
Northern Ireland,78.4242901022219,Remain
North East,72.96231704505156,Remain
Yorkshire,69.90042383146786,Leave
Northern Ireland,78.83656801082755,Leave
Scotland,77.85843756589543,Remain
West Midlands,66.81913494084377,Remain
South East,63.11501964083373,Leave
Yorkshire,67.15814727427417,Leave
West Midlands,61.880399797096885,Leave
Wales,62.308592747830374,Remain
Wales,73.41019845621771,Leave
Scotland,65.70744487785038,Remain
South East,72.22603570059623,Remain
Wales,77.69849230326487,Leave
East Midlands,68.19210199127708,Remain
Northern Ireland,64.15024471403403,Remain
South East,72.77970289512668,Remain
North East,72.82376726421069,Leave
Scotland,69.84032093741135,Remain
West Midlands,70.09324481067647,Remain
Yorkshire,64.63255822286243,Remain
Scotland,75.44762344709041,Leave
Northern Ireland,70.5421986851918,Leave
Scotland,63.41941490143353,Remain
North East,61.95377977087263,Remain
Yorkshire,62.46277372885938,Remain
Yorkshire,60.276998628608666,Leave
North East,68.85660466837533,Remain
West Midlands,64.29623358398504,Leave
West Midlands,68.89561003553706,Leave
East Midlands,69.80186261283446,Leave
Greater London,71.57504777518226,Remain
Scotland,72.87110809278289,Remain
North East,78.89119525668873,Remain
Scotland,70.57599931973871,Leave
Wales,61.84674794949031,Remain
Yorkshire,78.71497344704393,Remain
Scotland,76.6083884170576,Leave
Greater London,72.92457271605556,Leave
Wales,63.71776189129931,Leave
Scotland,74.40409711191003,Remain
Yorkshire,78.08613728644985,Leave
Yorkshire,72.60885686643212,Remain
North East,64.50511154886681,Leave
Greater London,62.34609439204803,Remain
South East,60.222648365753315,Remain
Yorkshire,66.13694715642063,Leave
North East,66.43164571153852,Remain
Yorkshire,61.38929424655665,Remain
Yorkshire,75.75063668616204,Leave
West Midlands,61.78467476482725,Leave
Greater London,60.82348314343828,Remain
West Midlands,70.09099233732394,Remain
Northern Ireland,61.76980710668954,Leave
Wales,73.60660011931486,Remain
Yorkshire,64.9971545225699,Remain
West Midlands,64.17233394300992,Leave
East Midlands,66.65550824160836,Leave
Yorkshire,62.44075674903111,Leave
South East,68.30159304021747,Leave
Scotland,60.60866738751015,Leave
West Midlands,75.60818651902292,Leave
Wales,60.01697909485385,Remain
Northern Ireland,69.15942634992973,Leave
Scotland,61.99973602152533,Remain
East Midlands,78.64167813137298,Remain
North East,61.5561991703913,Leave
Northern Ireland,64.51261896128361,Remain
East Midlands,77.572232156462,Remain
North East,77.31517969510975,Remain
Scotland,70.90177469503723,Leave
Scotland,72.51195655487317,Remain
Greater London,66.74919495858461,Remain
Yorkshire,67.80976907525692,Leave
Yorkshire,76.37968971715394,Leave
East Midlands,69.12391323095363,Leave
Yorkshire,77.87662695862242,Leave
Scotland,71.44726120645,Remain
West Midlands,62.42107418530541,Remain
North East,61.7403946634457,Remain
South East,71.60435309304813,Leave
North East,65.88715976325686,Leave
Greater London,73.3158390386397,Remain
Greater London,60.68482271212321,Leave
East Midlands,75.83016395473078,Leave
East Midlands,72.16265264471039,Leave
Northern Ireland,78.53672033034837,Remain
East Midlands,70.52264682784666,Leave
West Midlands,73.14071905528326,Remain
North East,69.3594393996512,Remain
Yorkshire,70.07793137942646,Leave
West Midlands,63.46208341221562,Remain
Scotland,69.56165343371119,Leave
Yorkshire,63.54651520221821,Remain
Greater London,70.73631109900661,Leave
Scotland,74.61794327972888,Leave
Northern Ireland,73.3605182871128,Leave
West Midlands,72.96494366385124,Remain
Greater London,76.02698059314092,Leave
West Midlands,75.86822387214201,Remain
East Midlands,70.92258147537682,Leave
West Midlands,73.04089060171246,Leave
Scotland,66.33177216298702,Leave
Northern Ireland,63.261634703669145,Remain
West Midlands,78.07157528368809,Leave
Scotland,68.99817840860553,Remain
Wales,70.83673534590848,Remain
East Midlands,71.51305160763451,Leave
Wales,70.66745813873987,Remain
Greater London,71.42307034362096,Remain
North East,66.59096545682033,Leave
North East,70.86636467125238,Leave
Scotland,63.685708665951275,Remain
East Midlands,69.48373935888625,Remain
East Midlands,63.12659107778122,Remain
Scotland,64.36153754134097,Remain
Wales,76.538448938635,Leave
Wales,74.9020746374689,Remain
South East,77.90691588224863,Leave
North East,78.58089062373362,Remain
Greater London,66.6979099486114,Leave
West Midlands,61.79492397073937,Remain
Wales,65.88094204238004,Remain
Wales,66.27712710861857,Leave
East Midlands,74.76016970898904,Leave
East Midlands,76.36038356851655,Remain
Yorkshire,78.23892133066369,Leave
Scotland,68.44357686399115,Leave
South East,60.228108708646275,Remain
West Midlands,77.46868578623474,Leave
Northern Ireland,75.78497399002724,Leave
Wales,77.6893700325707,Leave
Northern Ireland,74.73722852727397,Remain
Greater London,79.87444809383877,Remain
East Midlands,68.2664698215155,Leave
Northern Ireland,64.55943454975845,Remain
Greater London,73.12735385805952,Leave
North East,61.63835960805542,Remain
Northern Ireland,69.34425897922347,Leave
Greater London,71.23033634750209,Remain
East Midlands,71.90136782995751,Leave
Wales,72.20011478402546,Remain
Yorkshire,79.69604880981987,Remain
East Midlands,79.10816110453035,Remain
South East,61.49452314828264,Remain
Scotland,74.89785579931885,Remain
Greater London,60.51578906578071,Leave
South East,74.96791825301031,Leave
Northern Ireland,72.08023303119833,Leave
Scotland,65.39508502293413,Leave
North East,65.5468904419546,Remain
Wales,76.72242698216566,Remain
Greater London,69.85487494048371,Remain
Northern Ireland,64.26561064147555,Remain
Yorkshire,71.22768341862503,Remain
South East,60.2765198562129,Leave
Wales,60.907320457425534,Remain
East Midlands,79.06789535465963,Leave
South East,74.08224037436585,Leave
South East,62.39869261298712,Remain
East Midlands,73.66553632984088,Leave
East Midlands,68.29622600283592,Leave
Yorkshire,65.94842985642808,Leave
Wales,65.81971143881516,Remain
Scotland,68.89637106018925,Leave
East Midlands,65.16952001364128,Remain
Scotland,72.36597592619998,Leave
Scotland,66.74691316810362,Remain
Yorkshire,67.55150225417081,Leave
North East,61.606776790560204,Leave
South East,61.20521750550892,Leave
South East,65.88167994840364,Leave
